Filled container:
Container contains 10000 elements.
0: It is CIRCLE. Center coordinates: (-48, 93), radius: 49. Perimeter = 307.876080; Color: RED
1977: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1978: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1979: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1980: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1981: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1982: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1983: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1984: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1985: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1986: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1987: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1988: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1989: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1990: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1991: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1992: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1993: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1994: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1995: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1996: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1997: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1998: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
1999: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2000: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2001: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2002: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2003: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2004: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2005: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2006: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2007: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2008: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2009: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2010: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2011: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2012: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2013: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2014: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2015: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2016: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2017: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2018: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2019: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2020: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2021: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2022: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2023: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2024: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2025: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2026: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2027: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2028: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2029: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2030: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2031: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2032: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2033: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2034: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2035: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2036: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2037: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2038: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2039: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2040: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2041: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2042: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2043: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2044: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2045: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2046: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2047: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2048: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2049: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2050: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2051: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2052: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2053: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2054: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2055: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2056: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2057: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2058: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2059: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2060: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2061: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2062: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2063: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2064: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2065: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2066: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2067: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2068: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2069: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2070: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2071: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2072: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2073: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2074: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2075: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2076: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2077: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2078: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2079: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2080: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2081: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2082: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2083: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2084: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2085: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2086: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2087: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2088: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2089: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2090: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2091: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2092: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2093: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2094: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2095: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2096: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2097: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2098: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2099: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2100: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2101: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2102: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2103: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2104: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2105: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2106: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2107: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2108: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2109: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2110: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2111: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2112: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2113: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2114: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2115: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2116: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2117: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2118: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2119: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2120: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2121: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2122: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2123: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2124: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2125: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2126: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2127: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2128: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2129: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2130: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2131: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2132: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2133: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2134: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2135: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2136: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2137: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2138: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2139: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2140: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2141: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2142: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2143: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2144: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2145: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2146: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2147: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2148: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2149: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2150: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2151: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2152: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2153: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2154: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2155: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2156: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2157: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2158: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2159: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2160: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2161: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2162: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2163: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2164: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2165: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2166: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2167: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2168: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2169: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2170: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2171: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2172: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2173: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2174: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2175: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2176: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2177: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2178: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2179: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2180: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2181: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2182: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2183: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2184: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2185: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2186: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2187: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2188: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2189: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2190: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2191: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2192: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2193: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2194: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2195: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2196: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2197: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2198: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2199: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2200: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2201: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2202: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2203: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2204: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2205: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2206: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2207: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2208: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2209: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2210: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2211: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2212: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2213: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2214: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2215: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2216: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2217: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2218: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2219: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
2220: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
